user_id,user_archetype,page_name,entry_time,exit_time
36,a,/,2024-07-22 08:35:49.779115+00:00,2024-07-22 08:35:49.843915+00:00
36,a,/details,2024-07-22 08:35:49.849186+00:00,2024-07-22 08:36:14.065830+00:00
36,a,/patients,2024-07-22 08:36:14.077533+00:00,2024-07-22 08:36:19.535081+00:00
36,a,/1/,2024-07-22 08:36:19.543722+00:00,2024-07-22 08:36:20.418654+00:00
36,a,/record_hover_event/,2024-07-22 08:36:20.423933+00:00,2024-07-22 08:37:54.396466+00:00
36,a,/1/process_user_input/,2024-07-22 08:37:54.402208+00:00,2024-07-22 08:37:54.536118+00:00
36,a,/patients,2024-07-22 08:37:54.545480+00:00,2024-07-22 08:37:57.569080+00:00
36,a,/2/,2024-07-22 08:37:57.581743+00:00,2024-07-22 08:37:58.683054+00:00
36,a,/record_hover_event/,2024-07-22 08:37:58.695695+00:00,2024-07-22 08:39:05.125111+00:00
36,a,/2/process_user_input/,2024-07-22 08:39:05.130569+00:00,2024-07-22 08:39:05.210318+00:00
36,a,/patients,2024-07-22 08:39:05.218903+00:00,2024-07-22 08:39:07.775748+00:00
36,a,/3/,2024-07-22 08:39:07.787276+00:00,2024-07-22 08:39:08.983050+00:00
36,a,/record_hover_event/,2024-07-22 08:39:08.988165+00:00,2024-07-22 08:40:48.156471+00:00
36,a,/3/process_user_input/,2024-07-22 08:40:48.162466+00:00,2024-07-22 08:40:48.253422+00:00
36,a,/patients,2024-07-22 08:40:48.261903+00:00,2024-07-22 08:40:50.544458+00:00
36,a,/4/,2024-07-22 08:40:50.556320+00:00,2024-07-22 08:40:51.131607+00:00
36,a,/record_hover_event/,2024-07-22 08:40:51.139889+00:00,2024-07-22 08:42:57.098745+00:00
36,a,/4/process_user_input/,2024-07-22 08:42:57.104386+00:00,2024-07-22 08:42:57.211650+00:00
36,a,/patients,2024-07-22 08:42:57.220634+00:00,2024-07-22 08:43:01.159535+00:00
36,a,/5/,2024-07-22 08:43:01.178598+00:00,2024-07-22 08:43:01.844849+00:00
36,a,/record_hover_event/,2024-07-22 08:43:01.853641+00:00,2024-07-22 08:44:11.719816+00:00
36,a,/5/process_user_input/,2024-07-22 08:44:11.725679+00:00,2024-07-22 08:44:11.842112+00:00
36,a,/patients,2024-07-22 08:44:11.851013+00:00,2024-07-22 08:44:14.242874+00:00
36,a,/6/,2024-07-22 08:44:14.254664+00:00,2024-07-22 08:44:15.462848+00:00
36,a,/record_hover_event/,2024-07-22 08:44:15.467787+00:00,2024-07-22 08:45:42.055705+00:00
36,a,/6/process_user_input/,2024-07-22 08:45:42.061030+00:00,2024-07-22 08:45:42.108006+00:00
36,a,/patients,2024-07-22 08:45:42.113618+00:00,2024-07-22 08:45:44.664571+00:00
36,a,/7/,2024-07-22 08:45:44.676075+00:00,2024-07-22 08:46:01.469007+00:00
36,a,/record_hover_event/,2024-07-22 08:46:01.474040+00:00,2024-07-22 08:48:01.442399+00:00
36,a,/7/process_user_input/,2024-07-22 08:48:01.447890+00:00,2024-07-22 08:48:01.516403+00:00
36,a,/patients,2024-07-22 08:48:01.521745+00:00,2024-07-22 08:48:03.836959+00:00
36,a,/8/,2024-07-22 08:48:03.849423+00:00,2024-07-22 08:48:14.324231+00:00
36,a,/record_hover_event/,2024-07-22 08:48:14.329213+00:00,2024-07-22 08:49:24.512721+00:00
36,a,/8/process_user_input/,2024-07-22 08:49:24.518200+00:00,2024-07-22 08:49:24.587028+00:00
36,a,/patients,2024-07-22 08:49:24.592615+00:00,2024-07-22 08:49:27.718575+00:00
36,a,/9/,2024-07-22 08:49:27.730198+00:00,2024-07-22 08:49:38.392532+00:00
36,a,/record_hover_event/,2024-07-22 08:49:38.397504+00:00,2024-07-22 08:50:05.892246+00:00
36,a,/9/process_user_input/,2024-07-22 08:50:05.898094+00:00,2024-07-22 08:50:06.022989+00:00
36,a,/patients,2024-07-22 08:50:06.031315+00:00,2024-07-22 08:50:07.816183+00:00
36,a,/10/,2024-07-22 08:50:07.828725+00:00,2024-07-22 08:50:09.442529+00:00
36,a,/record_hover_event/,2024-07-22 08:50:09.447345+00:00,2024-07-22 08:50:38.050917+00:00
36,a,/10/process_user_input/,2024-07-22 08:50:38.056338+00:00,2024-07-22 08:50:38.194454+00:00
36,a,/patients,2024-07-22 08:50:38.203038+00:00,2024-07-22 08:50:40.080142+00:00
36,a,/11/,2024-07-22 08:50:40.092592+00:00,2024-07-22 08:50:40.661854+00:00
36,a,/record_hover_event/,2024-07-22 08:50:40.667473+00:00,2024-07-22 08:51:17.656631+00:00
36,a,/11/process_user_input/,2024-07-22 08:51:17.661668+00:00,2024-07-22 08:51:17.713755+00:00
36,a,/patients,2024-07-22 08:51:17.718466+00:00,2024-07-22 08:51:20.083241+00:00
36,a,/12/,2024-07-22 08:51:20.095189+00:00,2024-07-22 08:51:20.926849+00:00
36,a,/record_hover_event/,2024-07-22 08:51:20.932550+00:00,2024-07-22 08:52:55.320225+00:00
36,a,/12/process_user_input/,2024-07-22 08:52:55.326023+00:00,2024-07-22 08:52:55.416816+00:00
36,a,/patients,2024-07-22 08:52:55.425788+00:00,2024-07-22 08:52:58.431279+00:00
36,a,/sus,2024-07-22 08:52:58.443879+00:00,2024-07-22 08:52:58.535929+00:00
36,a,/sus/,2024-07-22 08:52:58.545374+00:00,2024-07-22 08:54:02.649518+00:00
36,a,/tam/,2024-07-22 08:54:02.668459+00:00,2024-07-22 08:56:52.889368+00:00
