user_id,user_archetype,patient,link_clicks,timestamp
32,a,4,predictiondetailsLink,2024-07-11 11:00:00.309140+00:00
32,a,6,predictiondetailsLink,2024-07-11 11:00:00.309140+00:00
32,a,10,predictiondetailsLink,2024-07-11 11:00:00.309140+00:00
32,a,11,predictiondetailsLink,2024-07-11 11:13:31.309140+00:00
