user_id,user_archetype,patient,link_clicks,timestamp
12,a,6,guidelinedetailsLink,2024-06-10 14:06:42.537467+00:00
12,a,7,guidelinedetailsLink,2024-06-10 14:10:02.721114+00:00
12,a,7,guidelinesLink,2024-06-10 14:10:17.480102+00:00
