user_id,user_archetype,patient,link_clicks,timestamp
23,b,2,predictiondetailsLink,2024-06-26 12:21:18.945969+00:00
23,b,2,guidelinedetailsLink,2024-06-26 12:21:40.107159+00:00
23,b,8,predictiondetailsLink,2024-06-26 12:34:22.336671+00:00
23,b,12,guidelinedetailsLink,2024-06-26 12:40:23.967411+00:00
