user_id,user_archetype,patient,link_clicks,timestamp
24,a,6,predictiondetailsLink,2024-06-26 14:42:57.550023+00:00
24,a,7,predictiondetailsLink,2024-06-26 14:45:49.616290+00:00
24,a,10,predictiondetailsLink,2024-06-26 14:54:56.420495+00:00
24,a,11,predictiondetailsLink,2024-06-26 14:58:40.796800+00:00
