user_id,user_archetype,patient,link_clicks,timestamp
16,a,6,predictiondetailsLink,2024-06-17 14:47:05.650597+00:00
16,a,7,guidelinedetailsLink,2024-06-17 14:51:53.604597+00:00
16,a,7,predictiondetailsLink,2024-06-17 14:53:35.651907+00:00
16,a,10,predictiondetailsLink,2024-06-17 15:01:24.425475+00:00
