user_id,user_archetype,patient,link_clicks,timestamp
21,b,3,predictiondetailsLink,2024-06-26 07:53:39.891646+00:00
21,b,5,predictiondetailsLink,2024-06-26 07:59:08.652599+00:00
21,b,8,predictiondetailsLink,2024-06-26 08:10:34.808234+00:00
21,b,9,predictiondetailsLink,2024-06-26 08:14:27.168078+00:00
21,b,12,predictiondetailsLink,2024-06-26 08:24:32.571953+00:00
21,b,12,guidelinedetailsLink,2024-06-26 08:27:06.381415+00:00
