user_id,user_archetype,patient,link_clicks,timestamp
39,b,3,predictiondetailsLink,2024-08-09 08:31:27.105085+00:00
39,b,9,predictiondetailsLink,2024-08-09 08:50:32.267545+00:00
39,b,12,predictiondetailsLink,2024-08-09 08:59:43.404622+00:00
